Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
821.14,0.03577,0.03123,0.03199,0.01429,0.01567,0.02164,0.02634,0.007064,0.01402,0.02302,0.005891,0.01794,0.03211,0.03717,0.02087,0.02016,0.03687,0.01574,0.01356,0.0147,0.01119,0.00593,0.008833,0.008766,0.006779,0.0393,0.03057,0.01899,0.02526,0.02324,0.0245,0.0288,0.02391,0.02029,0.01432,0.008897,0.0127,0.01623,0.02083,0.02252,0.01626,0.01865,0.009819,0.01334,0.01108,0.02236,0.009957,0.01538,0.01126,0.009499,0.01472,0.01223,0.01459,0.01445,0.01201,0.01401,0.01449,0.02575,0.01538,0.02143,0.0214,0.01424,0.01249,0.006738,0.00737,0.01224,0.01011,0.01299,0.01149,0.03394,0.02796,0.02729,0.01227,0.01717,0.01341,0.0107,0.009466,0.007428,0.0075,0.008147,0.007571,0.01027,0.008811,0.008891,0.01275,0.008285,0.008772,0.01022,0.01167,0.01057,0.009913,0.01566,0.01333,0.007591,0.008845,0.009643,0.01058,0.00979,0.01321,0.008366,0.02185,0.0155,0.02537,0.01473,0.02428,0.02127,0.007533,0.01226
819.67,0.03603,0.03084,0.0316,0.01364,0.01565,0.02171,0.02603,0.006863,0.01398,0.02354,0.006093,0.01792,0.03214,0.03621,0.02064,0.02006,0.03652,0.01547,0.01326,0.01453,0.0112,0.005811,0.008502,0.008972,0.00665,0.0389,0.03019,0.01867,0.02405,0.02267,0.02421,0.02855,0.02417,0.01983,0.01395,0.008754,0.01201,0.01568,0.02087,0.02272,0.01604,0.01869,0.009767,0.01326,0.01094,0.02203,0.009915,0.01459,0.01064,0.009301,0.01444,0.01181,0.01412,0.01447,0.01171,0.01419,0.01417,0.02544,0.01575,0.02125,0.0211,0.01423,0.01263,0.006603,0.007346,0.01198,0.009884,0.01297,0.01139,0.0334,0.02797,0.02635,0.01192,0.01726,0.01328,0.01083,0.009433,0.007279,0.007467,0.00821,0.00745,0.01038,0.00849,0.00886,0.0126,0.008236,0.008607,0.01034,0.01156,0.01059,0.01003,0.01538,0.0132,0.007675,0.009205,0.009824,0.01083,0.009842,0.01294,0.007995,0.02197,0.01575,0.02513,0.01475,0.02354,0.02135,0.007507,0.01238
818.21,0.03635,0.03045,0.03118,0.01279,0.01516,0.02184,0.02566,0.006698,0.01377,0.02331,0.006332,0.01789,0.03207,0.03574,0.02058,0.01957,0.0359,0.01545,0.01305,0.01424,0.01125,0.005853,0.007985,0.008957,0.006472,0.03808,0.02944,0.01792,0.02282,0.02216,0.02388,0.02842,0.02396,0.01936,0.01334,0.008381,0.01128,0.01507,0.02071,0.0223,0.01553,0.0185,0.009541,0.01291,0.01071,0.02139,0.009658,0.01385,0.0101,0.009015,0.01438,0.01142,0.0137,0.01446,0.01161,0.0143,0.01387,0.02499,0.01616,0.0211,0.02098,0.014,0.01276,0.00655,0.007356,0.01179,0.009619,0.01292,0.01126,0.03246,0.02828,0.0256,0.01164,0.01732,0.01322,0.01084,0.009187,0.007231,0.007508,0.008253,0.007323,0.01015,0.0083,0.008714,0.01206,0.008316,0.008668,0.01028,0.01121,0.01029,0.01001,0.0152,0.01305,0.007724,0.00927,0.009853,0.01099,0.009656,0.01258,0.007689,0.02202,0.01584,0.02449,0.0145,0.02268,0.02121,0.007605,0.01229
816.75,0.03714,0.03067,0.03133,0.01222,0.0144,0.02194,0.02577,0.006681,0.01343,0.02306,0.006454,0.01814,0.03148,0.03558,0.02085,0.01927,0.03546,0.01565,0.01282,0.01408,0.01127,0.006165,0.007715,0.008862,0.006313,0.03734,0.02839,0.01706,0.022,0.02125,0.02374,0.02831,0.02357,0.0191,0.01261,0.007878,0.01071,0.01459,0.02017,0.0219,0.01478,0.01793,0.009197,0.01234,0.01039,0.02059,0.009401,0.01327,0.009496,0.008742,0.01433,0.01094,0.0133,0.01474,0.01158,0.01466,0.01367,0.02471,0.01643,0.02101,0.02101,0.01389,0.01259,0.006677,0.00731,0.01152,0.009518,0.01285,0.01116,0.03181,0.02878,0.02549,0.01169,0.0172,0.01315,0.01086,0.009231,0.007082,0.007767,0.008359,0.007196,0.01,0.008642,0.00874,0.01167,0.008568,0.008821,0.0105,0.01097,0.01019,0.009964,0.01499,0.0131,0.007786,0.009163,0.00954,0.01104,0.009474,0.01247,0.007725,0.02209,0.01574,0.02382,0.01426,0.02203,0.02092,0.007428,0.01221
815.28,0.03802,0.03104,0.03109,0.01211,0.0138,0.02161,0.02529,0.007074,0.01319,0.02285,0.006909,0.01843,0.03114,0.03614,0.02077,0.0189,0.03542,0.01591,0.01271,0.01397,0.0111,0.006529,0.007871,0.008825,0.00622,0.03691,0.02767,0.01657,0.02152,0.02072,0.0235,0.0285,0.02348,0.01874,0.01209,0.0075,0.01016,0.01432,0.01961,0.02141,0.01394,0.017,0.008948,0.01205,0.009919,0.01947,0.009188,0.01299,0.00888,0.008549,0.01436,0.01061,0.0126,0.01498,0.01172,0.01502,0.01362,0.02447,0.01661,0.02124,0.02124,0.01383,0.01263,0.006836,0.007174,0.0114,0.009628,0.01303,0.01123,0.03167,0.0294,0.0257,0.01178,0.01734,0.01357,0.01116,0.009345,0.00719,0.007895,0.008542,0.00713,0.01003,0.009071,0.008912,0.01164,0.008722,0.009123,0.01082,0.01107,0.01049,0.01014,0.01487,0.01339,0.00815,0.00913,0.009288,0.01131,0.009458,0.01266,0.008065,0.02232,0.01572,0.02358,0.01428,0.02193,0.02094,0.007136,0.01208
813.82,0.039,0.03145,0.03099,0.01243,0.01372,0.02161,0.02466,0.007708,0.01357,0.02285,0.00745,0.01883,0.03133,0.03764,0.02054,0.01886,0.0357,0.01661,0.01285,0.01416,0.01084,0.00687,0.008267,0.008829,0.006313,0.03728,0.02738,0.01664,0.02164,0.02076,0.02343,0.02906,0.0236,0.01867,0.01196,0.007338,0.009907,0.01457,0.01908,0.02094,0.01343,0.0162,0.008822,0.01208,0.009785,0.01847,0.009106,0.01308,0.008655,0.008653,0.01424,0.01064,0.01199,0.01508,0.01175,0.01547,0.01367,0.02433,0.01682,0.02148,0.0215,0.01377,0.01277,0.006992,0.00708,0.0115,0.009876,0.01322,0.01136,0.03202,0.02991,0.02585,0.01194,0.0176,0.0143,0.01208,0.009806,0.007829,0.008228,0.008964,0.007427,0.01036,0.009691,0.00949,0.01214,0.008941,0.009864,0.01152,0.0118,0.01133,0.01081,0.01563,0.01439,0.009,0.009411,0.009515,0.01214,0.01003,0.01363,0.008918,0.02256,0.01577,0.0234,0.01442,0.02227,0.02093,0.007186,0.01227
812.36,0.04036,0.03234,0.03187,0.01317,0.01438,0.02272,0.0246,0.008273,0.0145,0.02329,0.00783,0.01956,0.03215,0.04,0.02067,0.01946,0.03616,0.01803,0.01338,0.01478,0.01076,0.007239,0.008792,0.008978,0.006718,0.03849,0.02755,0.0172,0.02256,0.021,0.0241,0.02991,0.0238,0.01918,0.01209,0.0075,0.01035,0.01532,0.01859,0.02063,0.01371,0.01588,0.008714,0.0123,0.01024,0.01798,0.009282,0.01361,0.00917,0.009003,0.01397,0.01104,0.01193,0.01519,0.01141,0.01586,0.01366,0.02437,0.01704,0.02132,0.0214,0.01385,0.01274,0.007157,0.007154,0.0116,0.01014,0.01312,0.01143,0.03243,0.03005,0.0258,0.01219,0.01789,0.015,0.0141,0.01107,0.009077,0.009245,0.009891,0.008437,0.01115,0.01087,0.01079,0.0135,0.009649,0.01124,0.01293,0.01348,0.01297,0.01228,0.01808,0.01656,0.01027,0.01031,0.01048,0.01395,0.01163,0.01587,0.01058,0.0227,0.01606,0.02325,0.01457,0.02271,0.02059,0.007788,0.01348
810.89,0.04194,0.03457,0.03362,0.01437,0.01547,0.02462,0.02486,0.008943,0.01537,0.02469,0.008391,0.02059,0.03411,0.04161,0.02182,0.02028,0.03798,0.01986,0.0141,0.01511,0.01118,0.007949,0.009476,0.009524,0.007109,0.03973,0.02881,0.01797,0.02394,0.02125,0.02518,0.03089,0.02418,0.01971,0.01235,0.007883,0.01142,0.01601,0.01831,0.0206,0.01399,0.01577,0.008809,0.01261,0.01121,0.01812,0.009617,0.01426,0.01004,0.00928,0.01416,0.01141,0.01214,0.01541,0.01102,0.01585,0.0135,0.02454,0.01725,0.02107,0.02104,0.01412,0.01276,0.007182,0.007243,0.01146,0.01038,0.01299,0.01154,0.0327,0.03035,0.02598,0.01228,0.0183,0.01555,0.01773,0.0134,0.0112,0.01098,0.01176,0.01028,0.0127,0.01324,0.013,0.01598,0.01126,0.01346,0.01555,0.0164,0.01608,0.01489,0.02235,0.02026,0.012,0.01224,0.01269,0.01737,0.01468,0.0199,0.01351,0.02342,0.0168,0.02379,0.01506,0.02307,0.0203,0.009049,0.0161
809.43,0.04369,0.03774,0.03599,0.01588,0.01698,0.02689,0.02548,0.01006,0.0167,0.02714,0.008974,0.02223,0.03696,0.04324,0.02364,0.0218,0.04058,0.02199,0.01489,0.01566,0.01187,0.008886,0.01034,0.01016,0.007773,0.04132,0.03076,0.01912,0.02575,0.02216,0.02618,0.0327,0.02476,0.02063,0.0131,0.008536,0.01297,0.01697,0.01815,0.02081,0.01447,0.01628,0.009055,0.01309,0.01259,0.01875,0.009922,0.01505,0.01085,0.009785,0.01447,0.0116,0.01229,0.01554,0.01056,0.01579,0.01345,0.02489,0.01748,0.02081,0.02078,0.01449,0.01268,0.007171,0.007268,0.01132,0.01051,0.01269,0.01151,0.03294,0.03048,0.02604,0.01209,0.01805,0.01591,0.02297,0.01666,0.01424,0.01346,0.01457,0.01301,0.01519,0.01669,0.01604,0.01941,0.01393,0.01683,0.01995,0.02055,0.02055,0.01889,0.0285,0.02599,0.0148,0.01533,0.01617,0.02257,0.01927,0.02594,0.01767,0.02471,0.01816,0.02491,0.01572,0.02324,0.02012,0.01101,0.01997
807.97,0.04574,0.04108,0.03868,0.0175,0.01909,0.02926,0.02629,0.01162,0.01865,0.03049,0.009637,0.02436,0.04054,0.04538,0.0257,0.02406,0.04365,0.02423,0.01576,0.01656,0.0128,0.009943,0.01134,0.01091,0.008771,0.0433,0.03297,0.02062,0.02764,0.02372,0.0271,0.03523,0.02568,0.02204,0.01439,0.009466,0.01479,0.0181,0.01829,0.02117,0.01548,0.01723,0.009621,0.01374,0.01429,0.01981,0.01025,0.01593,0.01155,0.01054,0.01479,0.01167,0.01233,0.01553,0.01018,0.01583,0.01339,0.02523,0.01778,0.02059,0.02064,0.01488,0.01255,0.007095,0.007149,0.01125,0.01054,0.01232,0.01136,0.03323,0.0305,0.02597,0.0117,0.01743,0.01618,0.02953,0.02052,0.01812,0.01659,0.01809,0.01647,0.01845,0.02086,0.01977,0.02358,0.01733,0.02099,0.02586,0.02558,0.02615,0.02402,0.03623,0.03354,0.0185,0.01941,0.02053,0.02926,0.02513,0.03352,0.02265,0.02628,0.02009,0.02664,0.01662,0.0234,0.02007,0.01344,0.02477
806.5,0.04838,0.04416,0.04178,0.01898,0.02186,0.03189,0.02717,0.01348,0.02094,0.03426,0.01045,0.02637,0.04449,0.048,0.02768,0.02634,0.04708,0.02647,0.01672,0.01751,0.01399,0.01102,0.0124,0.01203,0.009999,0.04519,0.03485,0.02196,0.02879,0.0254,0.02817,0.03764,0.0268,0.02389,0.01599,0.01058,0.0168,0.01913,0.01915,0.02177,0.01701,0.01805,0.01059,0.01443,0.01631,0.02131,0.01081,0.01661,0.01242,0.01136,0.01517,0.0117,0.01246,0.01547,0.009896,0.0159,0.01313,0.0254,0.01811,0.02054,0.02038,0.01494,0.01247,0.006859,0.006977,0.01114,0.01041,0.01216,0.01124,0.03349,0.03055,0.02604,0.01125,0.01712,0.01639,0.03673,0.0245,0.02247,0.02026,0.02199,0.02037,0.02201,0.02524,0.02406,0.02828,0.02098,0.02527,0.03251,0.03104,0.03245,0.02976,0.04491,0.04216,0.02235,0.02392,0.02536,0.03675,0.03172,0.04174,0.02778,0.02793,0.02247,0.02879,0.01809,0.02361,0.02013,0.01603,0.03019
805.04,0.05127,0.04733,0.0449,0.02039,0.02414,0.03446,0.0281,0.01514,0.02311,0.03783,0.01135,0.02814,0.0479,0.05045,0.02988,0.02828,0.05037,0.0287,0.01778,0.01856,0.01549,0.01178,0.0131,0.01306,0.01142,0.04691,0.03568,0.02303,0.02965,0.02669,0.02922,0.04001,0.02808,0.02566,0.01769,0.01135,0.01908,0.0202,0.02023,0.02216,0.01802,0.01906,0.01151,0.01517,0.01844,0.02274,0.01126,0.0174,0.0133,0.01204,0.01527,0.01154,0.01258,0.01502,0.009748,0.01562,0.01312,0.0252,0.01809,0.02055,0.02005,0.01459,0.01235,0.006649,0.006801,0.01088,0.01025,0.01204,0.01137,0.03292,0.03002,0.02592,0.01087,0.01646,0.01637,0.04313,0.02784,0.02648,0.0239,0.02581,0.02412,0.02507,0.02924,0.02797,0.03254,0.02443,0.02917,0.03907,0.03597,0.0384,0.03543,0.0533,0.05048,0.0258,0.02828,0.02981,0.04342,0.03794,0.04921,0.0323,0.03009,0.02466,0.03061,0.01912,0.02324,0.01982,0.01871,0.03524
803.57,0.0536,0.05022,0.04756,0.02131,0.02585,0.03649,0.02893,0.01628,0.02479,0.04049,0.01205,0.02954,0.05025,0.0522,0.03169,0.02974,0.05292,0.03045,0.01858,0.01955,0.01689,0.01237,0.01362,0.01354,0.01266,0.04758,0.03559,0.02392,0.03033,0.02757,0.03013,0.04198,0.02916,0.02709,0.01888,0.01165,0.02101,0.02091,0.02117,0.02268,0.01856,0.02011,0.01195,0.01561,0.01999,0.02387,0.01158,0.01811,0.01391,0.01254,0.01537,0.01114,0.01277,0.01458,0.009656,0.01524,0.01324,0.02461,0.01792,0.02043,0.01989,0.014,0.01216,0.006439,0.006759,0.01054,0.009966,0.01182,0.01136,0.03186,0.02956,0.02587,0.0107,0.01543,0.01621,0.0476,0.02991,0.02915,0.02665,0.0287,0.0268,0.0271,0.03208,0.03072,0.03533,0.02696,0.03181,0.04405,0.03946,0.04271,0.03985,0.05974,0.05666,0.02829,0.03146,0.03296,0.04782,0.04244,0.05429,0.03549,0.03169,0.02613,0.03186,0.01978,0.02256,0.01943,0.02068,0.03893
802.11,0.05486,0.05192,0.04924,0.02168,0.02697,0.03751,0.02945,0.01676,0.02557,0.04184,0.01238,0.03034,0.05083,0.05286,0.03251,0.03043,0.05435,0.03124,0.019,0.02028,0.01769,0.01271,0.01402,0.01344,0.01346,0.0469,0.0348,0.02441,0.03033,0.02782,0.03062,0.04297,0.02968,0.02791,0.01923,0.0114,0.0219,0.02087,0.0217,0.02351,0.01863,0.02061,0.01175,0.0154,0.0205,0.0244,0.01166,0.01837,0.01399,0.01266,0.01546,0.01054,0.0129,0.01444,0.009454,0.01498,0.01338,0.02386,0.0177,0.02014,0.01978,0.01339,0.01188,0.006146,0.006877,0.01017,0.0096,0.0115,0.01119,0.03076,0.02944,0.02598,0.01066,0.01432,0.01593,0.0492,0.03036,0.02985,0.02777,0.02994,0.02772,0.0278,0.03304,0.03177,0.03609,0.02804,0.03248,0.0463,0.04071,0.04445,0.0419,0.06254,0.05933,0.02922,0.03281,0.03405,0.04894,0.04422,0.05578,0.0367,0.03219,0.02652,0.03223,0.02005,0.02183,0.01911,0.02124,0.04043
800.65,0.05472,0.0512,0.04919,0.0216,0.02712,0.03715,0.02911,0.01656,0.02476,0.04156,0.01238,0.02997,0.04945,0.05231,0.03178,0.02985,0.05403,0.0306,0.01898,0.02042,0.01738,0.01237,0.01399,0.01317,0.01356,0.04526,0.03334,0.02395,0.02885,0.02734,0.03,0.04245,0.02956,0.02751,0.01882,0.01058,0.02125,0.01989,0.02208,0.0239,0.01787,0.0201,0.01104,0.01483,0.01998,0.02378,0.01135,0.01775,0.01346,0.01214,0.01508,0.009902,0.01254,0.01436,0.00895,0.01467,0.01353,0.02327,0.01729,0.01963,0.01939,0.01284,0.01182,0.005821,0.006987,0.009789,0.009238,0.01134,0.01129,0.02955,0.02886,0.02599,0.01046,0.0137,0.0156,0.04737,0.02873,0.02855,0.02696,0.02909,0.02654,0.02681,0.03143,0.03073,0.03472,0.02724,0.0306,0.04512,0.03922,0.0433,0.04088,0.06049,0.05774,0.02806,0.03198,0.03272,0.04634,0.04275,0.05315,0.03521,0.03188,0.02591,0.03149,0.01974,0.02099,0.01878,0.02021,0.03907
799.18,0.05309,0.04794,0.04762,0.02064,0.0259,0.03556,0.02827,0.01566,0.02352,0.03926,0.01185,0.02815,0.04661,0.05026,0.03004,0.02814,0.05203,0.02869,0.01806,0.01993,0.01633,0.0115,0.01325,0.01258,0.01261,0.04339,0.03169,0.023,0.02722,0.02616,0.02854,0.04047,0.02831,0.02613,0.01788,0.009391,0.01933,0.01825,0.02204,0.02391,0.01677,0.01929,0.01009,0.01377,0.01844,0.02248,0.01063,0.01679,0.01251,0.01126,0.01427,0.009429,0.01209,0.01383,0.008272,0.01441,0.01354,0.02284,0.0171,0.01881,0.01897,0.01235,0.01177,0.005568,0.007002,0.009558,0.008839,0.01099,0.01116,0.02846,0.02822,0.0258,0.01029,0.0133,0.01512,0.04206,0.02547,0.02528,0.02437,0.02619,0.02351,0.0242,0.02775,0.0276,0.03118,0.02425,0.02691,0.04068,0.03518,0.03931,0.03686,0.0543,0.05198,0.02506,0.0289,0.02918,0.04054,0.03821,0.047,0.03124,0.03022,0.02426,0.02966,0.01867,0.02045,0.01823,0.0179,0.03523
797.72,0.05025,0.04334,0.04512,0.01888,0.02368,0.03312,0.02713,0.01392,0.02182,0.0355,0.01075,0.02549,0.04313,0.04683,0.02789,0.02574,0.04895,0.02592,0.01652,0.01872,0.01487,0.01028,0.01181,0.01167,0.01091,0.04138,0.02989,0.02149,0.02561,0.02417,0.02669,0.03743,0.02632,0.02405,0.01646,0.007869,0.0165,0.01621,0.02169,0.02362,0.01551,0.01818,0.008945,0.01236,0.01615,0.02061,0.00958,0.01548,0.01124,0.01008,0.01327,0.009069,0.01169,0.013,0.007587,0.01411,0.01309,0.02245,0.01702,0.01789,0.0185,0.01189,0.01153,0.005274,0.006883,0.009195,0.00838,0.01041,0.01086,0.0277,0.02759,0.02542,0.0102,0.01316,0.01455,0.03447,0.02121,0.02075,0.02045,0.0219,0.01936,0.02046,0.02283,0.02297,0.02619,0.01986,0.02208,0.03376,0.02944,0.03309,0.03068,0.0452,0.04312,0.0208,0.02436,0.02401,0.03268,0.03138,0.03851,0.02581,0.02766,0.02182,0.02689,0.01702,0.02,0.01738,0.01487,0.02971
796.26,0.04675,0.03893,0.04183,0.01665,0.02098,0.02991,0.02546,0.01164,0.01925,0.03118,0.009356,0.02275,0.03985,0.04253,0.02565,0.02295,0.04556,0.0227,0.01493,0.01681,0.01334,0.008981,0.009994,0.0106,0.009021,0.039,0.02814,0.01938,0.0238,0.02155,0.02492,0.03399,0.02432,0.02148,0.01448,0.006266,0.01327,0.01395,0.02105,0.02314,0.01414,0.01651,0.00764,0.01092,0.01345,0.01814,0.008343,0.01386,0.009723,0.008622,0.01244,0.008624,0.01125,0.01217,0.007092,0.01354,0.01209,0.02201,0.0168,0.01721,0.01796,0.01148,0.01105,0.004903,0.006605,0.008464,0.007902,0.00972,0.01056,0.02723,0.02705,0.02498,0.01,0.01332,0.01405,0.02629,0.01663,0.01579,0.01572,0.01717,0.01498,0.01625,0.01764,0.01767,0.02077,0.01513,0.01685,0.02569,0.02304,0.02572,0.02355,0.03473,0.03284,0.01608,0.01936,0.01814,0.02431,0.02346,0.02916,0.02011,0.02494,0.01922,0.02406,0.01528,0.01929,0.0166,0.01176,0.02351
794.79,0.04305,0.03494,0.03774,0.01442,0.0179,0.02636,0.02345,0.009819,0.01659,0.02675,0.007883,0.01999,0.03656,0.0388,0.02293,0.02032,0.04211,0.01954,0.0134,0.01493,0.01142,0.007737,0.008342,0.009321,0.007456,0.03694,0.02681,0.01721,0.02215,0.01945,0.02324,0.03095,0.02255,0.01913,0.01229,0.005162,0.01024,0.01205,0.01986,0.02262,0.01278,0.01501,0.006217,0.009572,0.01066,0.01554,0.007176,0.01201,0.00808,0.007337,0.01165,0.007975,0.01077,0.01152,0.006702,0.01311,0.01137,0.02185,0.01663,0.01681,0.01781,0.01112,0.01054,0.004665,0.006315,0.007878,0.007568,0.009148,0.01019,0.02687,0.0267,0.02423,0.009677,0.01316,0.01335,0.01851,0.01223,0.01102,0.01112,0.01261,0.01092,0.0122,0.01265,0.01243,0.01549,0.01076,0.01208,0.01813,0.01664,0.01837,0.01654,0.02435,0.02318,0.01184,0.01411,0.01274,0.0166,0.01603,0.02038,0.01461,0.02243,0.01681,0.02162,0.01379,0.01827,0.01636,0.008795,0.01705
793.33,0.03972,0.03148,0.03358,0.01259,0.01521,0.02344,0.02123,0.008427,0.01428,0.02294,0.006552,0.01753,0.03363,0.0359,0.0204,0.01849,0.03916,0.01662,0.01219,0.01332,0.009932,0.006539,0.007105,0.008181,0.006161,0.03547,0.02582,0.01539,0.02072,0.01792,0.02177,0.02837,0.02132,0.01739,0.01042,0.004314,0.007723,0.01051,0.01859,0.02184,0.01166,0.0134,0.005287,0.008412,0.008121,0.01322,0.006318,0.01031,0.006612,0.006305,0.01107,0.007537,0.01036,0.01097,0.006483,0.01291,0.01074,0.02176,0.01662,0.01656,0.01795,0.01108,0.01015,0.004516,0.005928,0.00745,0.00723,0.008929,0.009661,0.02714,0.0269,0.02358,0.009528,0.01329,0.01285,0.01207,0.008579,0.00725,0.007362,0.0087,0.007562,0.00885,0.008583,0.008014,0.01089,0.007292,0.00821,0.01193,0.01119,0.01214,0.01062,0.01545,0.01524,0.008338,0.009663,0.008261,0.01053,0.01007,0.01321,0.01005,0.02036,0.01491,0.01981,0.01262,0.01787,0.01631,0.00628,0.01153
791.87,0.0375,0.02878,0.03014,0.01136,0.01332,0.02145,0.01901,0.007432,0.01265,0.02017,0.005567,0.01565,0.03147,0.03401,0.01864,0.01751,0.03715,0.01437,0.01151,0.01214,0.009225,0.005526,0.006298,0.007398,0.005262,0.03457,0.02513,0.01409,0.01967,0.01684,0.02096,0.02641,0.02081,0.01636,0.009133,0.003745,0.006011,0.009504,0.01751,0.02081,0.01097,0.01188,0.005035,0.007588,0.0062,0.01159,0.005785,0.009103,0.005598,0.005514,0.0107,0.007379,0.01023,0.01053,0.006584,0.01291,0.01013,0.0216,0.01666,0.01649,0.01804,0.01118,0.009925,0.004433,0.005431,0.007198,0.006976,0.009022,0.00918,0.02774,0.0273,0.02309,0.009589,0.01371,0.01264,0.007467,0.006119,0.004869,0.004722,0.005804,0.005258,0.00645,0.005778,0.004917,0.007535,0.005006,0.005561,0.007618,0.007211,0.007713,0.006383,0.009087,0.009738,0.005759,0.006569,0.004996,0.006566,0.006106,0.008264,0.006785,0.01901,0.01379,0.01882,0.01163,0.01814,0.01624,0.004524,0.007612
790.4,0.03671,0.0273,0.02809,0.01067,0.0122,0.02003,0.01719,0.006764,0.01196,0.01844,0.004839,0.01453,0.03012,0.03301,0.01807,0.01688,0.03626,0.01332,0.01136,0.01152,0.009094,0.004838,0.005789,0.00685,0.004941,0.03404,0.02456,0.01326,0.01928,0.01605,0.02105,0.02549,0.0208,0.01597,0.008455,0.003554,0.005232,0.009231,0.01662,0.02009,0.01056,0.01105,0.005038,0.007227,0.00512,0.01091,0.005352,0.008652,0.005066,0.004927,0.0104,0.007256,0.01043,0.01013,0.006978,0.01294,0.009745,0.02141,0.0165,0.01675,0.01789,0.01099,0.009767,0.004429,0.004958,0.007111,0.006886,0.009145,0.008998,0.02783,0.02719,0.02252,0.009683,0.01367,0.01245,0.004585,0.00493,0.003599,0.002952,0.003989,0.004081,0.004903,0.004129,0.003146,0.005581,0.003886,0.004319,0.005206,0.004793,0.004985,0.003881,0.005506,0.006506,0.004219,0.004693,0.00305,0.004401,0.003958,0.00556,0.004664,0.01858,0.01355,0.0183,0.01045,0.01826,0.01603,0.003811,0.005286
788.94,0.03614,0.02715,0.02727,0.01029,0.012,0.01963,0.01607,0.006381,0.01212,0.01773,0.004375,0.0143,0.02944,0.03272,0.01813,0.01679,0.03681,0.01347,0.01148,0.01163,0.009345,0.00454,0.005983,0.006321,0.004954,0.03348,0.02417,0.01311,0.0191,0.01601,0.02141,0.02539,0.0209,0.01609,0.008204,0.003587,0.004992,0.009277,0.01643,0.01998,0.01047,0.01077,0.004933,0.006854,0.004349,0.01113,0.00543,0.008784,0.004869,0.004501,0.01046,0.007276,0.01058,0.01007,0.007486,0.01302,0.009626,0.02111,0.01651,0.01688,0.0181,0.01089,0.009844,0.004508,0.004666,0.007145,0.006785,0.009347,0.008864,0.02782,0.02715,0.02229,0.00983,0.01346,0.01246,0.003734,0.004392,0.003116,0.00215,0.003386,0.003526,0.0043,0.003368,0.002724,0.004736,0.003569,0.003746,0.004222,0.003983,0.003527,0.002935,0.004227,0.004883,0.00383,0.003856,0.002415,0.003625,0.003377,0.004493,0.003829,0.01866,0.01363,0.01824,0.009888,0.01829,0.01584,0.003761,0.00444
787.48,0.03619,0.02771,0.02745,0.0102,0.01248,0.02012,0.01559,0.00633,0.01241,0.01816,0.004251,0.01473,0.02911,0.03291,0.01858,0.01711,0.03808,0.01418,0.01193,0.01219,0.009743,0.004646,0.006654,0.006002,0.005233,0.03288,0.02399,0.01334,0.01889,0.01631,0.02182,0.02594,0.02095,0.01653,0.00824,0.003709,0.005052,0.009314,0.0167,0.02014,0.01054,0.01098,0.004837,0.006535,0.004036,0.01175,0.005826,0.009058,0.004905,0.00432,0.01072,0.00732,0.01079,0.01029,0.007826,0.01322,0.00973,0.02094,0.01659,0.01693,0.01817,0.01095,0.009999,0.004556,0.004565,0.007263,0.006769,0.009605,0.008788,0.02805,0.02705,0.02224,0.009931,0.01323,0.01258,0.004341,0.004304,0.003408,0.002264,0.003737,0.003497,0.004566,0.003501,0.003486,0.004864,0.004116,0.003751,0.004484,0.004327,0.003372,0.003197,0.004662,0.004882,0.004132,0.004015,0.002741,0.003991,0.003909,0.004802,0.003998,0.01916,0.01401,0.01826,0.009704,0.01845,0.01577,0.004076,0.004654
786.01,0.0372,0.02809,0.02823,0.01033,0.01322,0.02114,0.01554,0.006638,0.01255,0.0195,0.004434,0.01533,0.02888,0.03335,0.0192,0.01759,0.03932,0.01509,0.01259,0.01283,0.01019,0.005008,0.007326,0.006039,0.0056,0.03251,0.02399,0.0135,0.01838,0.01647,0.02204,0.02663,0.02082,0.01716,0.008585,0.003842,0.005226,0.009325,0.01706,0.02023,0.01054,0.01149,0.00491,0.006383,0.004269,0.01228,0.006195,0.00925,0.005118,0.004317,0.01098,0.007388,0.01103,0.01064,0.007871,0.01352,0.00998,0.02105,0.01676,0.01701,0.01776,0.01116,0.01017,0.004549,0.004561,0.007405,0.006861,0.009814,0.008821,0.0285,0.02671,0.02224,0.009851,0.01303,0.01278,0.005588,0.004663,0.004326,0.003035,0.004633,0.003903,0.005433,0.004385,0.005056,0.005791,0.005338,0.004294,0.00571,0.005416,0.004361,0.004236,0.006153,0.006229,0.004726,0.004983,0.003637,0.005155,0.005085,0.006217,0.004772,0.02003,0.01471,0.01808,0.009642,0.01876,0.01573,0.00453,0.005519
